Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected_Joining_Score
Kolkata,17,High,Consultant,Entry-Level,1,1342841,791692,Bachelor's Degree,"AWS, Docker, Kubernetes",PMP,73,12,Night,No,Remote,Cognizant,Retail,Neutral,7,Moderate,2063670,116664,Average,Entry-Level,Team Lead,Munger,Yes,Stock Options,Excellent,Strong,High,2024-12-24 17:53:29.688940,Clear,926.789
Madanapalle,27,High,Project Manager,Entry-Level,11,1866874,848467,PhD,"JavaScript, React",AWS Certified,53,11,Day,No,Hybrid,TCS,Consulting,Neutral,5,Low,2882294,442542,Above Average,Mid-Level,Team Lead,Darbhanga,Yes,Health Insurance,Moderate,Stable,Low,2024-12-22 17:53:29.688940,Ambiguous,882.0764666666666
Pune,21,High,Data Scientist,Senior-Level,11,1522706,1582193,PhD,"C++, Algorithms",AWS Certified,70,8,Flexible,Yes,Remote,Infosys,Healthcare,Negative,9,Low,2767325,194466,Above Average,Senior-Level,Team Lead,Mumbai,Yes,Health Insurance,Limited,Weak,Moderate,2024-12-15 17:53:29.688940,Ambiguous,332.2441666666667
Darbhanga,6,Low,Data Scientist,Lead,2,430047,2183919,Diploma,"JavaScript, React",AWS Certified,88,12,Day,No,Offline,Infosys,Retail,Negative,5,High,1564862,265467,Average,Mid-Level,Developer,Bangalore,No,Flexible Hours,Limited,Strong,Moderate,2025-01-25 17:53:29.688940,Ambiguous,1000.0
Delhi,24,Low,Project Manager,Lead,7,1290177,1642023,PhD,"JavaScript, React",Google Cloud Certified,25,12,Night,No,Remote,TCS,Healthcare,Negative,1,Moderate,537753,333877,Above Average,Mid-Level,Data Analyst,Munger,Yes,Health Insurance,Moderate,Stable,High,2025-01-13 17:53:29.688940,Clear,847.9251
Hyderabad,24,High,Analyst,Entry-Level,2,835646,1059022,Diploma,"JavaScript, React",AWS Certified,43,9,Flexible,No,Hybrid,HCL,Retail,Negative,2,Moderate,2651439,342703,Below Average,Entry-Level,Manager,Darbhanga,Yes,Health Insurance,Excellent,Weak,High,2024-12-26 17:53:29.688940,Ambiguous,343.3813
Bangalore,7,Low,Data Scientist,Entry-Level,6,1419919,1133951,PhD,"AWS, Docker, Kubernetes",AWS Certified,75,11,Night,No,Remote,Cognizant,IT Services,Negative,5,Low,1185894,310035,Average,Mid-Level,Developer,Delhi,No,Stock Options,Moderate,Weak,Low,2025-01-05 17:53:29.688940,Clear,833.5298
Bangalore,16,Medium,Data Scientist,Mid-Level,13,545258,2274505,Diploma,"C++, Algorithms",AWS Certified,12,2,Day,No,Remote,Accenture,Consulting,Neutral,5,Moderate,2866281,450397,Above Average,Entry-Level,Developer,Chennai,Yes,Health Insurance,Limited,Weak,Low,2025-01-14 17:53:29.688940,Clear,843.5427
Hyderabad,44,High,Analyst,Lead,10,1899367,2243056,PhD,"JavaScript, React",AWS Certified,53,13,Day,Yes,Remote,TCS,Healthcare,Positive,5,High,442421,268624,Above Average,Lead,Team Lead,Pune,Yes,Flexible Hours,Limited,Stable,Low,2025-01-09 17:53:29.688940,Clear,834.7473666666667
Mumbai,6,Low,Software Engineer,Entry-Level,12,1297899,2110456,Bachelor's Degree,"JavaScript, React",PMP,39,10,Night,Yes,Offline,Cognizant,IT Services,Positive,3,High,653087,198519,Average,Senior-Level,Team Lead,Kolkata,Yes,Flexible Hours,Moderate,Strong,Moderate,2025-01-04 17:53:29.688940,Clear,615.7695666666666
Madanapalle,40,Low,Software Engineer,Entry-Level,9,1400844,2421448,Master's Degree,"Python, SQL, ML",Google Cloud Certified,3,1,Day,Yes,Offline,Infosys,IT Services,Neutral,1,Moderate,810874,381282,Above Average,Lead,Developer,Hyderabad,Yes,Health Insurance,Moderate,Stable,High,2025-01-16 17:53:29.688940,Clear,357.02913333333333
Kolkata,18,High,Project Manager,Senior-Level,11,1134337,2264484,Diploma,"JavaScript, React",None,52,1,Day,Yes,Offline,Cognizant,Healthcare,Positive,7,Moderate,2041637,355135,Below Average,Lead,Manager,Delhi,Yes,Flexible Hours,Excellent,Strong,High,2025-01-09 17:53:29.688940,Clear,727.0545666666667
Darbhanga,20,Low,Consultant,Mid-Level,5,1149100,650565,Master's Degree,"Python, SQL, ML",PMP,0,1,Night,Yes,Offline,Accenture,Retail,Neutral,1,High,768922,204975,Below Average,Lead,Team Lead,Pune,Yes,Flexible Hours,Limited,Stable,Moderate,2024-12-14 17:53:29.688940,Clear,385.63073333333335
Chennai,23,High,Data Scientist,Lead,10,453306,2108419,Bachelor's Degree,"C++, Algorithms",AWS Certified,5,8,Flexible,Yes,Remote,Cognizant,Healthcare,Positive,2,Moderate,2090327,279180,Below Average,Senior-Level,Data Analyst,Hyderabad,No,Health Insurance,Limited,Stable,Moderate,2025-01-11 17:53:29.688940,Ambiguous,1000.0
Pune,38,Low,Data Scientist,Lead,7,507687,1766843,PhD,"C++, Algorithms",None,54,7,Night,No,Hybrid,Infosys,Consulting,Positive,0,Low,728737,380951,Average,Entry-Level,Developer,Munger,Yes,Health Insurance,Moderate,Stable,High,2024-12-15 17:53:29.688940,Ambiguous,243.29123333333334
Madanapalle,48,Medium,Project Manager,Mid-Level,13,763095,1297263,PhD,"C++, Algorithms",Scrum Master,65,8,Night,No,Remote,Accenture,Banking,Negative,8,Low,1670515,172436,Above Average,Entry-Level,Team Lead,Pune,Yes,Health Insurance,Limited,Strong,High,2024-12-14 17:53:29.688940,Clear,1000.0
Pune,10,High,Project Manager,Entry-Level,1,763380,439887,Bachelor's Degree,"Python, SQL, ML",None,17,8,Flexible,Yes,Remote,Accenture,Retail,Neutral,2,Moderate,2002381,55767,Below Average,Entry-Level,Developer,Delhi,No,Flexible Hours,Limited,Stable,Moderate,2025-01-21 17:53:29.688940,Ambiguous,429.74603333333334
Darbhanga,17,Medium,Data Scientist,Lead,8,388104,614089,Master's Degree,"AWS, Docker, Kubernetes",PMP,28,0,Day,Yes,Remote,Accenture,IT Services,Positive,1,Low,2783014,16320,Average,Senior-Level,Data Analyst,Mumbai,Yes,Stock Options,Moderate,Strong,Moderate,2024-12-28 17:53:29.688940,Ambiguous,681.7671333333333
Munger,40,High,Analyst,Lead,9,1638826,874125,Master's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,52,9,Flexible,No,Hybrid,Infosys,Healthcare,Neutral,5,High,2426564,351701,Average,Senior-Level,Developer,Chennai,No,Stock Options,Moderate,Strong,Low,2025-01-25 17:53:29.688940,Clear,837.8854666666666
Munger,26,Low,Analyst,Lead,13,1029877,1290171,Master's Degree,"JavaScript, React",PMP,32,9,Night,No,Hybrid,HCL,Banking,Neutral,7,Moderate,2718408,348530,Above Average,Entry-Level,Developer,Hyderabad,Yes,Health Insurance,Limited,Weak,Low,2025-01-01 17:53:29.688940,Clear,560.6136
Madanapalle,22,Medium,Consultant,Senior-Level,5,1317108,641731,Master's Degree,"C++, Algorithms",Google Cloud Certified,2,14,Flexible,No,Hybrid,Infosys,Healthcare,Negative,3,Low,1221230,170052,Above Average,Entry-Level,Developer,Kolkata,Yes,Flexible Hours,Excellent,Strong,Low,2024-12-10 17:53:29.688940,Ambiguous,1000.0
Delhi,16,Low,Data Scientist,Mid-Level,6,793467,2148585,Diploma,"Java, Spring Boot",Google Cloud Certified,19,8,Day,Yes,Remote,HCL,Banking,Negative,0,High,1743460,348814,Above Average,Entry-Level,Team Lead,Madanapalle,No,Flexible Hours,Moderate,Weak,Low,2025-01-08 17:53:29.688940,Ambiguous,511.11533333333335
Darbhanga,34,High,Data Scientist,Lead,13,1931302,613406,Master's Degree,"JavaScript, React",Google Cloud Certified,3,0,Flexible,Yes,Offline,HCL,Retail,Negative,6,Moderate,1773191,487299,Average,Mid-Level,Developer,Kolkata,Yes,Health Insurance,Moderate,Weak,Moderate,2025-01-24 17:53:29.688940,Clear,505.10636666666664
Darbhanga,44,High,Data Scientist,Mid-Level,11,610541,1107240,Diploma,"AWS, Docker, Kubernetes",Scrum Master,81,4,Flexible,No,Offline,Infosys,Healthcare,Positive,2,Moderate,2588811,467148,Above Average,Mid-Level,Manager,Pune,Yes,Stock Options,Excellent,Weak,Low,2024-12-18 17:53:29.688940,Ambiguous,803.2937
Hyderabad,11,High,Data Scientist,Entry-Level,8,1005870,1521315,Bachelor's Degree,"AWS, Docker, Kubernetes",None,7,3,Night,Yes,Remote,Cognizant,Healthcare,Positive,4,Moderate,2827667,374989,Below Average,Mid-Level,Manager,Chennai,No,Health Insurance,Limited,Stable,High,2024-12-28 17:53:29.688940,Clear,811.2555666666667
Delhi,36,High,Project Manager,Mid-Level,4,1778216,725732,PhD,"C++, Algorithms",PMP,85,7,Flexible,Yes,Offline,Infosys,Banking,Positive,1,Moderate,1345855,437466,Above Average,Mid-Level,Team Lead,Madanapalle,No,Flexible Hours,Limited,Strong,Low,2025-01-08 17:53:29.688940,Clear,948.8618333333334
Kolkata,23,High,Software Engineer,Senior-Level,2,1266963,1846433,Diploma,"Python, SQL, ML",PMP,85,4,Night,No,Offline,Accenture,Consulting,Positive,7,Low,433692,275612,Above Average,Mid-Level,Team Lead,Delhi,No,Flexible Hours,Excellent,Weak,High,2024-12-09 17:53:29.688940,Ambiguous,659.4564
Kolkata,10,Medium,Data Scientist,Senior-Level,10,1317258,2001400,Master's Degree,"JavaScript, React",Google Cloud Certified,82,11,Day,No,Remote,Cognizant,IT Services,Negative,2,Moderate,2357239,415336,Below Average,Mid-Level,Developer,Delhi,Yes,Stock Options,Excellent,Strong,Low,2024-12-30 17:53:29.688940,Clear,447.57463333333334
Chennai,24,High,Software Engineer,Mid-Level,8,613419,2445990,PhD,"Python, SQL, ML",Scrum Master,27,8,Flexible,No,Remote,TCS,Banking,Neutral,8,Moderate,416566,241218,Below Average,Entry-Level,Developer,Kolkata,Yes,Health Insurance,Excellent,Stable,High,2025-01-21 17:53:29.688940,Ambiguous,181.88553333333334
Bangalore,31,Low,Analyst,Senior-Level,2,1926898,1725266,Diploma,"AWS, Docker, Kubernetes",Scrum Master,65,0,Flexible,Yes,Offline,TCS,Healthcare,Neutral,0,Low,1359755,325804,Below Average,Lead,Manager,Pune,No,Stock Options,Moderate,Weak,High,2024-12-17 17:53:29.688940,Ambiguous,269.32516666666663
Munger,47,Medium,Consultant,Lead,5,971377,1301861,PhD,"C++, Algorithms",AWS Certified,72,7,Night,No,Remote,TCS,Banking,Neutral,5,Low,1241811,189702,Below Average,Senior-Level,Developer,Madanapalle,Yes,Stock Options,Moderate,Weak,Low,2024-12-21 17:53:29.688940,Ambiguous,592.3937
Kolkata,41,Low,Analyst,Senior-Level,13,379372,2380182,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,85,5,Night,Yes,Offline,Accenture,Banking,Positive,2,High,1737877,408626,Below Average,Mid-Level,Manager,Munger,No,Health Insurance,Moderate,Weak,High,2024-12-16 17:53:29.688940,Ambiguous,595.9292333333333
Delhi,11,High,Data Scientist,Entry-Level,6,1428298,1809615,Master's Degree,"C++, Algorithms",Google Cloud Certified,25,0,Day,No,Hybrid,Accenture,Healthcare,Positive,3,Low,592237,346985,Average,Lead,Developer,Hyderabad,Yes,Flexible Hours,Excellent,Weak,Moderate,2024-12-26 17:53:29.688940,Clear,781.7412333333333
Darbhanga,9,Low,Analyst,Mid-Level,5,1907296,1940845,Bachelor's Degree,"Java, Spring Boot",Google Cloud Certified,33,12,Night,No,Hybrid,HCL,Healthcare,Positive,3,Moderate,1780652,485506,Below Average,Mid-Level,Developer,Bangalore,Yes,Stock Options,Excellent,Weak,Moderate,2024-12-10 17:53:29.688940,Ambiguous,1000.0
Kolkata,15,Medium,Project Manager,Mid-Level,6,1764549,1195461,PhD,"Python, SQL, ML",None,70,1,Night,No,Remote,Accenture,Consulting,Neutral,7,Low,2488044,23907,Above Average,Lead,Manager,Darbhanga,No,Health Insurance,Limited,Stable,Moderate,2025-01-08 17:53:29.688940,Clear,938.9348
Darbhanga,19,Medium,Software Engineer,Entry-Level,6,1657908,2151481,Bachelor's Degree,"JavaScript, React",Google Cloud Certified,48,3,Day,No,Offline,HCL,Consulting,Positive,8,Moderate,2996206,412662,Average,Entry-Level,Developer,Darbhanga,No,Stock Options,Excellent,Weak,Moderate,2024-12-30 17:53:29.688940,Ambiguous,939.8735333333333
Kolkata,7,Medium,Data Scientist,Entry-Level,3,855404,781292,Master's Degree,"C++, Algorithms",None,88,14,Night,Yes,Hybrid,TCS,Consulting,Neutral,4,Low,1781147,445562,Above Average,Senior-Level,Manager,Kolkata,Yes,Flexible Hours,Limited,Weak,Moderate,2024-12-26 17:53:29.688940,Ambiguous,588.3715666666667
Munger,9,Low,Project Manager,Entry-Level,11,1778508,2441581,Diploma,"Java, Spring Boot",Scrum Master,48,13,Night,No,Remote,Infosys,Healthcare,Positive,9,High,2231655,462136,Below Average,Mid-Level,Developer,Madanapalle,Yes,Flexible Hours,Moderate,Weak,High,2024-12-19 17:53:29.688940,Ambiguous,584.3885
Pune,27,Medium,Software Engineer,Entry-Level,11,620882,1680522,Bachelor's Degree,"Java, Spring Boot",AWS Certified,72,4,Night,No,Hybrid,Infosys,Retail,Neutral,9,High,2220232,131582,Above Average,Senior-Level,Team Lead,Chennai,No,Health Insurance,Limited,Weak,High,2024-12-30 17:53:29.688940,Ambiguous,846.0077333333334
Kolkata,41,Low,Project Manager,Lead,3,1106888,1776520,Master's Degree,"Python, SQL, ML",PMP,26,13,Night,No,Hybrid,Accenture,Consulting,Positive,2,High,1886020,482235,Above Average,Entry-Level,Data Analyst,Mumbai,Yes,Flexible Hours,Excellent,Stable,High,2024-12-21 17:53:29.688940,Ambiguous,939.8673333333334
Delhi,13,High,Analyst,Senior-Level,9,434706,911499,PhD,"C++, Algorithms",Google Cloud Certified,64,0,Day,Yes,Remote,TCS,IT Services,Negative,8,High,2996865,383035,Average,Mid-Level,Data Analyst,Bangalore,No,Health Insurance,Moderate,Strong,Low,2025-01-12 17:53:29.688940,Clear,564.8955
Kolkata,19,High,Data Scientist,Senior-Level,3,1922230,2346661,Bachelor's Degree,"JavaScript, React",Scrum Master,32,9,Day,No,Hybrid,TCS,Retail,Positive,0,High,2303209,414613,Above Average,Senior-Level,Data Analyst,Kolkata,Yes,Health Insurance,Limited,Stable,Moderate,2025-01-24 17:53:29.688940,Ambiguous,1000.0
Bangalore,7,Low,Analyst,Lead,3,689078,1686525,Diploma,"JavaScript, React",Google Cloud Certified,71,6,Night,Yes,Remote,HCL,Consulting,Neutral,0,Low,1698971,67022,Average,Senior-Level,Data Analyst,Pune,Yes,Health Insurance,Limited,Stable,High,2025-01-18 17:53:29.688940,Ambiguous,738.6323666666667
Munger,33,Medium,Consultant,Entry-Level,11,1369432,2211598,Bachelor's Degree,"JavaScript, React",None,48,12,Flexible,No,Remote,HCL,IT Services,Neutral,2,Moderate,836556,483744,Above Average,Mid-Level,Team Lead,Delhi,Yes,Flexible Hours,Limited,Stable,Low,2024-12-10 17:53:29.688940,Clear,915.8852
Delhi,10,Low,Data Scientist,Mid-Level,14,1023355,1383428,PhD,"AWS, Docker, Kubernetes",Scrum Master,62,3,Day,Yes,Hybrid,TCS,Healthcare,Neutral,1,Low,2226254,142983,Above Average,Entry-Level,Manager,Madanapalle,Yes,Health Insurance,Limited,Weak,Low,2024-12-17 17:53:29.688940,Clear,540.2084666666667
Hyderabad,21,Low,Analyst,Mid-Level,2,1057370,1307317,PhD,"AWS, Docker, Kubernetes",PMP,31,13,Flexible,Yes,Hybrid,Accenture,IT Services,Negative,7,High,501005,388481,Below Average,Senior-Level,Data Analyst,Delhi,No,Health Insurance,Moderate,Strong,Moderate,2024-12-29 17:53:29.688940,Ambiguous,662.7001666666667
Delhi,30,Low,Data Scientist,Mid-Level,7,1838847,2302615,PhD,"C++, Algorithms",None,18,13,Night,Yes,Offline,Accenture,Consulting,Negative,4,High,1701098,479594,Above Average,Mid-Level,Developer,Pune,Yes,Stock Options,Moderate,Weak,High,2024-12-11 17:53:29.688940,Ambiguous,1000.0
Bangalore,25,High,Software Engineer,Entry-Level,10,1933479,845624,Bachelor's Degree,"JavaScript, React",Scrum Master,49,13,Night,Yes,Hybrid,TCS,Banking,Neutral,9,Moderate,998396,21560,Average,Mid-Level,Team Lead,Pune,No,Flexible Hours,Excellent,Weak,Moderate,2024-12-22 17:53:29.688940,Ambiguous,701.2798666666666
Pune,12,Low,Data Scientist,Lead,10,645270,1602090,Bachelor's Degree,"Java, Spring Boot",PMP,21,0,Day,Yes,Offline,Infosys,Banking,Neutral,0,High,1205364,146682,Below Average,Senior-Level,Data Analyst,Bangalore,No,Health Insurance,Moderate,Stable,Low,2025-01-11 17:53:29.688940,Clear,507.1788
Munger,25,High,Data Scientist,Lead,4,1422713,1120603,Bachelor's Degree,"JavaScript, React",None,89,11,Flexible,Yes,Remote,Infosys,IT Services,Neutral,2,Low,2494995,91362,Below Average,Senior-Level,Data Analyst,Hyderabad,Yes,Stock Options,Excellent,Weak,Low,2025-01-25 17:53:29.688940,Clear,943.1665
Hyderabad,15,Low,Software Engineer,Lead,1,1155437,537702,Diploma,"C++, Algorithms",PMP,66,5,Day,No,Hybrid,HCL,Healthcare,Positive,2,High,2526370,113401,Below Average,Senior-Level,Data Analyst,Madanapalle,No,Health Insurance,Excellent,Stable,High,2025-01-20 17:53:29.688940,Clear,674.2123333333334
Bangalore,42,High,Analyst,Senior-Level,6,1242295,1889528,Master's Degree,"JavaScript, React",Scrum Master,8,8,Day,Yes,Hybrid,TCS,Retail,Neutral,1,High,2328111,495087,Below Average,Mid-Level,Data Analyst,Bangalore,Yes,Stock Options,Moderate,Strong,Low,2024-12-12 17:53:29.688940,Clear,480.6037
Bangalore,12,Low,Data Scientist,Senior-Level,5,824636,1897763,Bachelor's Degree,"Python, SQL, ML",None,34,8,Day,Yes,Remote,Infosys,Banking,Positive,8,Moderate,2190227,16634,Below Average,Mid-Level,Data Analyst,Chennai,No,Stock Options,Excellent,Strong,High,2025-01-04 17:53:29.688940,Clear,469.00756666666666
Madanapalle,46,Low,Project Manager,Senior-Level,14,1909283,1143351,Diploma,"JavaScript, React",AWS Certified,70,10,Night,No,Hybrid,Accenture,Retail,Negative,0,High,1192176,231334,Above Average,Entry-Level,Data Analyst,Kolkata,No,Stock Options,Moderate,Strong,High,2025-01-25 17:53:29.688940,Ambiguous,1000.0
Munger,28,Medium,Data Scientist,Senior-Level,11,1744670,468657,PhD,"Java, Spring Boot",Google Cloud Certified,78,3,Flexible,Yes,Offline,Cognizant,Healthcare,Negative,9,Low,600759,329525,Below Average,Lead,Team Lead,Chennai,Yes,Flexible Hours,Limited,Strong,Moderate,2025-01-16 17:53:29.688940,Clear,458.0253
Delhi,39,Medium,Analyst,Mid-Level,2,1098289,2476151,Bachelor's Degree,"C++, Algorithms",AWS Certified,3,6,Night,Yes,Hybrid,Cognizant,Banking,Neutral,4,High,558827,352184,Above Average,Lead,Developer,Hyderabad,No,Health Insurance,Excellent,Strong,High,2025-01-22 17:53:29.688940,Clear,1000.0
Darbhanga,18,Low,Software Engineer,Mid-Level,6,403053,1316439,Bachelor's Degree,"C++, Algorithms",PMP,36,9,Night,No,Offline,TCS,Healthcare,Negative,8,Low,2227651,117550,Above Average,Lead,Data Analyst,Pune,Yes,Flexible Hours,Moderate,Stable,Low,2025-01-03 17:53:29.688940,Ambiguous,235.25503333333333
Pune,18,Low,Analyst,Lead,1,475101,526162,Bachelor's Degree,"Java, Spring Boot",Scrum Master,27,0,Night,No,Hybrid,HCL,Consulting,Positive,2,High,1171644,383135,Above Average,Senior-Level,Manager,Darbhanga,Yes,Flexible Hours,Limited,Strong,Moderate,2024-12-22 17:53:29.688940,Ambiguous,1000.0
Darbhanga,14,Low,Consultant,Senior-Level,3,779130,882831,Diploma,"C++, Algorithms",Google Cloud Certified,8,9,Day,No,Hybrid,Cognizant,Retail,Positive,9,Low,2424926,177546,Average,Entry-Level,Data Analyst,Kolkata,Yes,Stock Options,Excellent,Weak,Low,2025-01-06 17:53:29.688940,Clear,489.8308666666667
Delhi,16,Low,Data Scientist,Lead,4,1545186,1634217,Bachelor's Degree,"JavaScript, React",Scrum Master,34,12,Night,No,Remote,Accenture,Consulting,Neutral,2,High,594233,469650,Above Average,Lead,Data Analyst,Delhi,No,Stock Options,Limited,Strong,Moderate,2024-12-15 17:53:29.688940,Clear,364.8077666666667
Delhi,42,Medium,Data Scientist,Entry-Level,13,546877,2353464,Bachelor's Degree,"C++, Algorithms",PMP,24,8,Night,Yes,Offline,Accenture,Healthcare,Neutral,6,Moderate,796152,209759,Above Average,Entry-Level,Team Lead,Kolkata,Yes,Health Insurance,Limited,Stable,High,2025-01-25 17:53:29.688940,Ambiguous,724.5384
Munger,48,High,Software Engineer,Senior-Level,3,1636378,2050812,Master's Degree,"JavaScript, React",Scrum Master,8,13,Night,Yes,Remote,Accenture,Healthcare,Negative,0,Low,1820627,354049,Below Average,Entry-Level,Data Analyst,Pune,No,Stock Options,Limited,Strong,Low,2024-12-27 17:53:29.688940,Clear,811.6875666666667
Delhi,38,Low,Data Scientist,Senior-Level,13,673142,1500709,Diploma,"C++, Algorithms",None,60,0,Night,Yes,Remote,Cognizant,IT Services,Neutral,8,High,1024378,223874,Above Average,Lead,Team Lead,Hyderabad,Yes,Flexible Hours,Moderate,Strong,High,2024-12-20 17:53:29.688940,Ambiguous,210.14593333333335
Madanapalle,45,Medium,Project Manager,Lead,6,642033,448519,Master's Degree,"JavaScript, React",None,51,13,Night,No,Remote,Infosys,IT Services,Neutral,6,Low,841942,428447,Below Average,Lead,Team Lead,Delhi,No,Health Insurance,Limited,Weak,Low,2024-12-13 17:53:29.688940,Clear,1000.0
Hyderabad,14,Low,Project Manager,Lead,11,485070,2043921,Master's Degree,"JavaScript, React",PMP,16,8,Night,No,Offline,Accenture,Banking,Neutral,7,High,731541,326995,Average,Lead,Developer,Madanapalle,No,Flexible Hours,Limited,Stable,Moderate,2024-12-08 17:53:29.688940,Ambiguous,333.3847
Delhi,21,Low,Analyst,Entry-Level,4,1588039,1477727,Master's Degree,"Java, Spring Boot",Scrum Master,75,5,Flexible,No,Remote,HCL,Consulting,Positive,1,Moderate,2661101,85844,Above Average,Senior-Level,Team Lead,Madanapalle,Yes,Flexible Hours,Limited,Strong,Low,2025-01-22 17:53:29.688940,Ambiguous,636.7033666666666
Darbhanga,21,High,Software Engineer,Lead,14,425513,1845264,Master's Degree,"Java, Spring Boot",PMP,8,9,Day,No,Offline,TCS,Consulting,Negative,2,Moderate,2315710,455621,Average,Entry-Level,Developer,Pune,No,Stock Options,Limited,Stable,Low,2025-01-18 17:53:29.688940,Ambiguous,413.19033333333334
Delhi,7,Low,Consultant,Senior-Level,1,1820503,2385963,PhD,"AWS, Docker, Kubernetes",Google Cloud Certified,53,10,Night,Yes,Offline,TCS,Healthcare,Neutral,8,Moderate,1975548,84971,Below Average,Entry-Level,Manager,Chennai,No,Flexible Hours,Limited,Weak,Low,2025-01-26 17:53:29.688940,Ambiguous,1000.0
